,STT,CustomerRef,CustomerName,SoldToCode,SoldToName,MajorAccount,MajorAccountCode,MajorAccountCode.1,Channel,SubChannel,Longitude,Latitude,City,State,Country,SalesOrganization,Region
105,106,11001491,Customer 166,11001491,Company 122,Account 12,91412,91289,Foodservice,Global QSR Distributor,115.86838,-32.12392,Cockburn,Western Australia,Australia,Organization 1,Perth
106,107,11001494,Customer 167,11001494,Company 123,Account 12,91412,91289,Foodservice,Global QSR Distributor,150.8760197,-33.8471963,Fairfield,New South Wales,Australia,Organization 1,Greater Sydney
107,108,11001500,Customer 171,11001500,Company 127,Account 12,91412,91289,Foodservice,Global QSR Distributor,153.0026721,-27.5399999,Brisbane,Queensland,Australia,Organization 1,Greater Brisbane
108,109,11001502,Customer 173,11001502,Company 129,Account 13,91411,91288,Foodservice,Global QSR Distributor,145.244993,-38.0035465,Greater Dandenong,Victoria,Australia,Organization 1,Greater Melbourne
109,110,11001507,Customer 174,11001507,Company 130,Account 3,91363,91240,Foodservice,National Distributor,144.821277,-37.834287,Hobsons Bay,Victoria,Australia,Organization 1,Greater Melbourne
110,111,11001537,Customer 176,11001537,Company 132,Account 3,91363,91240,Foodservice,National Distributor,150.878562,-33.8476651,Fairfield,New South Wales,Australia,Organization 1,Greater Sydney
111,112,11001538,Customer 177,11001538,Company 133,Account 4,91418,91295,Foodservice,National Distributor,145.1678097,-37.749515,Manningham,Victoria,Australia,Organization 1,Greater Melbourne
112,113,11001552,Customer 179,11001552,Company 135,Account 3,91363,91240,Foodservice,National Distributor,148.653215,-32.262841,Dubbo,New South Wales,Australia,Organization 1,Far West and Orana
113,114,11001597,Customer 181,11001597,Company 137,Account 4,91418,91295,Foodservice,National Distributor,140.7541846,-37.8224083,Mount Gambier,South Australia,Australia,Organization 1,South Australia - South East
114,115,11001622,Customer 182,11001622,Company 138,Account 3,91363,91240,Foodservice,National Distributor,143.84917,-37.5217186,Ballarat,Victoria,Australia,Organization 1,Ballarat & Geelong
115,116,11001632,Customer 183,11001632,Company 139,Account 4,91418,91295,Foodservice,National Distributor,115.8817294,-31.8556327,Swan,Western Australia,Australia,Organization 1,Perth
116,117,11001637,Customer 184,11001637,Company 140,Account 5,91401,91278,Foodservice,Independent Distributor,151.1891464,-33.9287465,Botany Bay,New South Wales,Australia,Organization 1,Greater Sydney
117,118,11001662,Customer 186,11001662,Company 142,Account 3,91363,91240,Foodservice,National Distributor,153.09349,-26.65521,Sunshine Coast,Queensland,Australia,,Sunshine Coast & Wide Bay
118,119,11001688,Customer 188,11001688,Company 144,Account 3,91363,91240,Foodservice,National Distributor,151.0356506,-33.9448193,Bankstown,New South Wales,Australia,Organization 1,Greater Sydney
119,120,11001717,Customer 190,11001717,Company 146,Account 14,91437,91314,Foodservice,National Distributor,115.6912218,-33.3504758,Bunbury,Western Australia,Australia,Organization 1,Mandurah & Bunbury
120,121,11001722,Customer 191,11001722,Company 147,Account 14,91437,91314,Foodservice,National Distributor,138.5550635,-34.9141065,West Torrens,South Australia,Australia,Organization 1,Adelaide
121,122,11001723,Customer 775,11001723,Company 435,Account 14,91437,91314,Foodservice,National Distributor,146.944491037607,-36.0611342154728,Albury,New South Wales,Australia,,Murray
122,123,11001725,Customer 192,11001725,Company 148,Account 14,91437,91314,Foodservice,National Distributor,144.3354694,-36.7447154,Greater Bendigo,Victoria,Australia,Organization 1,Bendigo
123,124,11001726,Customer 193,11001726,Company 149,Account 14,91437,91314,Foodservice,National Distributor,145.7657308,-16.9475772,Cairns,Queensland,Australia,Organization 1,Cairns
124,125,11001727,Customer 194,11001727,Company 150,Account 14,91437,91314,Foodservice,National Distributor,146.3295313,-41.1834345,Devonport,Tasmania,Australia,Organization 1,West and North West
125,126,11001728,Customer 195,11001728,Company 151,Account 14,91437,91314,Foodservice,National Distributor,147.3082081,-42.8287848,Glenorchy,Tasmania,Australia,Organization 1,Hobart & South East
126,127,11001729,Customer 196,11001729,Company 152,Account 14,91437,91314,Foodservice,National Distributor,147.1533071,-41.4796401,Launceston,Tasmania,Australia,Organization 1,Launceston and North East
127,128,11001739,Customer 197,11001739,Company 153,Account 14,91437,91314,Foodservice,National Distributor,142.4534772,-38.3688049,Warrnambool,Victoria,Australia,Organization 1,Warrnambool and South West
128,129,11001740,Customer 198,11001740,Company 154,Account 14,91437,91314,Foodservice,National Distributor,145.248402704135,-37.8990117031611,Knox,Victoria,Australia,,Greater Melbourne
129,130,11001741,Customer 199,11001741,Company 155,Account 14,91437,91314,Foodservice,National Distributor,150.8915956,-34.3860566,Wollongong,New South Wales,Australia,Organization 1,"Sth Highlands, Shoalhaven & Illawarra"
130,131,11001743,Customer 200,11001743,Company 156,Account 14,91437,91314,Foodservice,National Distributor,153.1460798,-27.4291658,Brisbane,Queensland,Australia,Organization 1,Greater Brisbane
131,132,11001744,Customer 201,11001744,Company 157,Account 14,91437,91314,Foodservice,National Distributor,149.150162,-35.3206968,Unincorporated Australian Capital Territory,Australian Capital Territory,Australia,Organization 1,Australian Capital Territory
132,133,11001747,Customer 202,11001747,Company 158,Account 14,91437,91314,Foodservice,National Distributor,153.263668,-28.824249,Lismore,New South Wales,Australia,Organization 1,Richmond - Tweed
133,134,11001748,Customer 203,11001748,Company 159,Account 14,91437,91314,Foodservice,National Distributor,149.2155762,-21.0899236,Mackay,Queensland,Australia,Organization 1,Mackay - Isaac - Whitsunday
134,135,11001749,Customer 204,11001749,Company 160,Account 14,91437,91314,Foodservice,National Distributor,152.9714198,-26.6828861,Sunshine Coast,Queensland,Australia,Organization 1,Sunshine Coast & Wide Bay
135,136,11001751,Customer 205,11001751,Company 161,Account 14,91437,91314,Foodservice,National Distributor,150.5118548,-23.3380871,Rockhampton,Queensland,Australia,Organization 1,Central Queensland
136,137,11001754,Customer 206,11001754,Company 162,Account 14,91437,91314,Foodservice,National Distributor,121.4679069,-30.748366,Kalgoorlie/Boulder,Western Australia,Australia,Organization 1,Western Australia - Outback (South)
137,138,11001755,Customer 207,11001755,Company 163,Account 14,91437,91314,Foodservice,National Distributor,152.8862168,-31.4469686,Port Macquarie-Hastings,New South Wales,Australia,Organization 1,Mid North Coast
138,139,11001756,Customer 208,11001756,Company 164,Account 14,91437,91314,Foodservice,National Distributor,151.7124853,-32.8762563,Newcastle,New South Wales,Australia,Organization 1,Central Coast & Newcastle
139,140,11001757,Customer 209,11001757,Company 165,Account 14,91437,91314,Foodservice,National Distributor,115.8672408,-32.1241114,Cockburn,Western Australia,Australia,Organization 1,Perth
140,141,11001759,Customer 210,11001759,Company 166,Account 14,91437,91314,Foodservice,National Distributor,153.5287556,-28.1769327,Tweed,New South Wales,Australia,Organization 1,Richmond - Tweed
141,142,11001780,Customer 211,11001780,Company 167,Account 3,91363,91240,Foodservice,National Distributor,115.8413035,-31.9216881,Vincent,Western Australia,Australia,Organization 1,Perth
142,143,11001783,Customer 212,11001783,Company 168,Account 3,91363,91240,Foodservice,National Distributor,151.0403126,-33.8321513,Auburn,New South Wales,Australia,Organization 1,Greater Sydney
143,144,11001799,Customer 213,11001799,Company 169,Account 4,91418,91295,Foodservice,National Distributor,151.3125993,-33.4284718,Gosford,New South Wales,Australia,Organization 1,Central Coast & Newcastle
144,145,11001805,Customer 215,11001805,Company 171,Account 3,91363,91240,Foodservice,National Distributor,151.897965,-27.5549902,Toowoomba,Queensland,Australia,Organization 1,"Darling Downs, Maranoa & Toowoomba"
145,146,11001813,Customer 216,11001813,Company 172,Account 3,91363,91240,Foodservice,National Distributor,153.1041879,-27.4242549,Brisbane,Queensland,Australia,Organization 1,Greater Brisbane
146,147,11001816,Customer 218,11001816,Company 174,Account 3,91363,91240,Foodservice,National Distributor,152.9473307,-27.5668265,Brisbane,Queensland,Australia,Organization 1,Greater Brisbane
147,148,11001826,Customer 219,11001826,Company 175,Account 3,91363,91240,Foodservice,National Distributor,151.7059313,-32.9408412,Newcastle,New South Wales,Australia,Organization 1,Central Coast & Newcastle
148,149,11001827,Customer 220,11001827,Company 176,Account 5,91401,91278,Foodservice,Independent Distributor,145.2727358,-38.0195593,Casey,Victoria,Australia,Organization 1,Greater Melbourne
149,150,11001834,Customer 221,11001834,Company 177,Account 3,91363,91240,Foodservice,National Distributor,145.2552125,-37.896112,Knox,Victoria,Australia,Organization 1,Greater Melbourne
150,151,11001858,Customer 222,11001858,Company 178,Account 3,91363,91240,Foodservice,National Distributor,152.3308939,-24.8927345,Bundaberg,Queensland,Australia,Organization 1,Sunshine Coast & Wide Bay
151,152,11001886,Customer 223,11001886,Company 179,Account 4,91418,91295,Foodservice,National Distributor,145.0432021,-37.7288207,Banyule,Victoria,Australia,Organization 1,Greater Melbourne
152,153,11001895,Customer 224,11001895,Company 180,Account 5,91401,91278,Foodservice,Independent Distributor,150.1770029,-35.7195251,Eurobodalla,New South Wales,Australia,Organization 1,Capital Region
153,154,11001927,Customer 225,11001927,Company 181,Account 4,91418,91295,Foodservice,National Distributor,138.566669,-34.8512357,Port Adelaide Enfield,South Australia,Australia,Organization 1,Adelaide
154,155,11001930,Customer 226,11001930,Company 182,Account 4,91418,91295,Foodservice,National Distributor,151.0229997,-33.8303072,Parramatta,New South Wales,Australia,Organization 1,Greater Sydney
155,156,11001934,Customer 227,11001934,Company 183,Account 3,91363,91240,Foodservice,National Distributor,115.8240324,-32.1022549,Cockburn,Western Australia,Australia,Organization 1,Perth
156,157,11001936,Customer 228,11001936,Company 184,Account 4,91418,91295,Foodservice,National Distributor,133.8708668,-23.6976117,Alice Springs,Northern Territory,Australia,Organization 1,Northern Territory - Outback
157,158,11001942,Customer 229,11001942,Company 185,Account 3,91363,91240,Foodservice,National Distributor,121.8988566,-33.8390027,Esperance,Western Australia,Australia,Organization 1,Western Australia - Outback (South)
158,159,11001943,Customer 230,11001943,Company 186,Account 3,91363,91240,Foodservice,National Distributor,147.2672537,-42.8367405,Glenorchy,Tasmania,Australia,Organization 1,Hobart & South East
159,160,11001944,Customer 231,11001944,Company 187,Account 4,91418,91295,Foodservice,National Distributor,149.72068,-34.7490389,Goulburn Mulwaree,New South Wales,Australia,Organization 1,Capital Region
160,161,11001981,Customer 233,11001981,Company 189,Account 3,91363,91240,Foodservice,National Distributor,115.823524,-32.0387401,Melville,Western Australia,Australia,Organization 1,Perth
161,162,11001990,Customer 234,11001990,Company 190,Account 4,91418,91295,Foodservice,National Distributor,151.0947024,-33.9377861,Canterbury,New South Wales,Australia,Organization 1,Greater Sydney
162,163,11001991,Customer 235,11001991,Company 191,Account 4,91418,91295,Foodservice,National Distributor,115.6812896,-33.364994,Bunbury,Western Australia,Australia,Organization 1,Mandurah & Bunbury
163,164,11002043,Customer 236,11002043,Company 192,Account 3,91363,91240,Foodservice,National Distributor,147.2973856,-42.8438808,Glenorchy,Tasmania,Australia,Organization 1,Hobart & South East
164,165,11002044,Customer 237,11002044,Company 193,Account 3,91363,91240,Foodservice,National Distributor,147.1376383,-41.4728786,Launceston,Tasmania,Australia,Organization 1,Launceston and North East
165,166,11002058,Customer 238,11002058,Company 194,Account 3,91363,91240,Foodservice,National Distributor,150.8559385,-33.7543016,Blacktown,New South Wales,Australia,Organization 1,Greater Sydney
166,167,11002080,Customer 240,11002080,Company 196,Account 3,91363,91240,Foodservice,National Distributor,145.0994765,-37.9310466,Kingston,Victoria,Australia,Organization 1,Greater Melbourne
167,168,11002081,Customer 241,11002081,Company 197,Account 3,91363,91240,Foodservice,National Distributor,150.8486641,-34.0056692,Campbelltown,New South Wales,Australia,Organization 1,Greater Sydney
168,169,11002082,Customer 242,11002082,Company 198,Account 3,91363,91240,Foodservice,National Distributor,146.9135586,-36.0945052,Albury,New South Wales,Australia,Organization 1,Murray
169,170,11002083,Customer 243,11002083,Company 199,Account 3,91363,91240,Foodservice,National Distributor,115.8581282,-31.788439,Wanneroo,Western Australia,Australia,Organization 1,Perth
170,171,11002084,Customer 244,11002084,Company 200,Account 4,91418,91295,Foodservice,National Distributor,148.3817926,-30.9570318,Coonamble,New South Wales,Australia,Organization 1,Far West and Orana
171,172,11002088,Customer 246,11002088,Company 202,Account 4,91418,91295,Foodservice,National Distributor,150.925395,-33.8348253,Holroyd,New South Wales,Australia,Organization 1,Greater Sydney
172,173,11002089,Customer 247,11002089,Company 203,Account 3,91363,91240,Foodservice,National Distributor,151.0504053,-33.9410813,Canterbury,New South Wales,Australia,Organization 1,Greater Sydney
173,174,11002142,Customer 249,11002142,Company 205,Account 3,91363,91240,Foodservice,National Distributor,140.7506856,-37.8205121,Mount Gambier,South Australia,Australia,Organization 1,South Australia - South East
174,175,11002170,Customer 250,11002170,Company 206,Account 4,91418,91295,Foodservice,National Distributor,114.636316,-28.7584939,Geraldton-Greenough,Western Australia,Australia,Organization 1,Western Australia - Outback (South)
175,176,11002200,Customer 251,11002200,Company 207,Account 3,91363,91240,Foodservice,National Distributor,145.115004,-37.984727,Kingston,Victoria,Australia,Organization 1,Greater Melbourne
176,177,11002205,Customer 252,11002205,Company 208,Account 3,91363,91240,Foodservice,National Distributor,150.8728827773,-33.9893939597483,Campbelltown,New South Wales,Australia,,Greater Sydney
177,178,11002208,Customer 253,11002208,Company 209,Account 3,91363,91240,Foodservice,National Distributor,130.8578705,-12.4324546,Darwin,Northern Territory,Australia,Organization 1,Darwin
178,179,11002234,Customer 254,11002234,Company 210,Account 4,91418,91295,Foodservice,National Distributor,115.8462151,-31.8031725,Wanneroo,Western Australia,Australia,Organization 1,Perth
179,180,11002257,Customer 257,11002257,Company 213,Account 4,91418,91295,Foodservice,National Distributor,148.6156821,-27.1149082,Maranoa,Queensland,Australia,Organization 1,"Darling Downs, Maranoa & Toowoomba"
180,181,11002258,Customer 258,11002258,Company 214,Account 3,91363,91240,Foodservice,National Distributor,115.813315,-32.1109809,Cockburn,Western Australia,Australia,Organization 1,Perth
181,182,11002262,Customer 259,11002262,Company 215,Account 3,91363,91240,Foodservice,National Distributor,148.672409,-20.2917518,Whitsunday,Queensland,Australia,Organization 1,Mackay - Isaac - Whitsunday
182,183,11002427,Customer 273,11000739,Company 63,Account 4,91418,91295,Foodservice,National Distributor,150.90768913315,-33.8430232991665,Fairfield,New South Wales,Australia,,Greater Sydney
183,184,11002519,Customer 279,11001526,Company 225,Account 18,91413,91290,Grocery,Supermarkets,115.9019952,-32.0676391,Canning,Western Australia,Australia,Organization 1,Perth
184,185,11002522,Customer 282,11001520,Company 227,Account 18,91413,91290,Grocery,Supermarkets,138.5999243,-34.8395726,Port Adelaide Enfield,South Australia,Australia,Organization 1,Adelaide
185,186,11002523,Customer 283,11001525,Company 231,Account 18,91413,91290,Grocery,Supermarkets,144.7813475,-37.8333439,Wyndham,Victoria,Australia,Organization 1,Greater Melbourne
186,187,11002547,Customer 287,11001662,Company 142,Account 3,91363,91240,Foodservice,National Distributor,153.0336575,-26.6596895,Sunshine Coast,Queensland,Australia,Organization 1,Sunshine Coast & Wide Bay
187,188,11002554,Customer 288,11001699,Company 232,Account 5,91401,91278,Foodservice,Independent Distributor,151.0612362,-33.8551133,Auburn,New South Wales,Australia,Organization 1,Greater Sydney
188,189,11002559,Customer 289,11001716,Company 233,Account 14,91437,91314,Foodservice,National Distributor,114.641386,-28.7593486,Geraldton-Greenough,Western Australia,Australia,Organization 1,Western Australia - Outback (South)
189,190,11002569,Customer 290,11001758,Company 234,Account 14,91437,91314,Foodservice,National Distributor,151.9218557,-27.5864428,Toowoomba,Queensland,Australia,Organization 1,"Darling Downs, Maranoa & Toowoomba"
190,191,11002571,Customer 291,11001752,Company 235,Account 14,91437,91314,Foodservice,National Distributor,146.8328193,-19.2679169,Townsville,Queensland,Australia,Organization 1,Townsville
191,192,11002626,Customer 304,11002351,Company 239,Account 20,91475,91352,Grocery,Supermarkets,146.721094,-36.076072,Wodonga,Victoria,Australia,Organization 1,Hume
192,193,11002763,Customer 310,11002763,Company 242,Account 5,91401,91278,Foodservice,Independent Distributor,149.1485445,-35.3206714,Unincorporated Australian Capital Territory,Australian Capital Territory,Australia,Organization 1,Australian Capital Territory
193,194,11002912,Customer 313,11002912,Company 245,Account 4,91418,91295,Foodservice,National Distributor,130.8908906,-12.4283177,Darwin,Northern Territory,Australia,Organization 1,Darwin
194,195,12000258,Customer 345,12000258,Company 267,Account 3,91363,91240,Foodservice,National Distributor,115.9295224,-32.0600496,Canning,Western Australia,Australia,Organization 1,Perth
195,196,14000909,Customer 385,14000909,Company 295,Account 8,91353,91230,Grocery,National Distributor,153.0890435,-27.4236996,Brisbane,Queensland,Australia,Organization 1,Greater Brisbane
196,197,14001167,Customer 386,14001167,Company 296,Account 5,91401,91278,Foodservice,Independent Distributor,151.1665902,-33.906116,Marrickville,New South Wales,Australia,Organization 1,Greater Sydney
197,198,14001282,Customer 388,14001282,Company 298,Account 14,91437,91314,Foodservice,National Distributor,130.8654557,-12.4277661,Darwin,Northern Territory,Australia,Organization 1,Darwin
198,199,14001287,Customer 781,14001287,Company 440,Account 14,91437,91314,Foodservice,National Distributor,133.866242214044,-23.6721266916358,Alice Springs,Northern Territory,Australia,,Northern Territory - Outback
199,200,14001343,Customer 389,14001343,Company 299,Account 3,91363,91240,Foodservice,National Distributor,151.1257476,-34.0211637,Sutherland,New South Wales,Australia,Organization 1,Greater Sydney
200,201,14001378,Customer 390,14001378,Company 300,Account 3,91363,91240,Foodservice,National Distributor,144.9488373,-37.6167416,Hume,Victoria,Australia,Organization 1,Greater Melbourne
201,202,14001505,Customer 392,14001505,Company 301,Account 3,91363,91240,Foodservice,National Distributor,149.8565415,-29.4922166,Moree Plains,New South Wales,Australia,Organization 1,New England and North West
202,203,14001633,Customer 396,14001633,Company 304,Account 3,91363,91240,Foodservice,National Distributor,153.0405898,-26.6607075,Sunshine Coast,Queensland,Australia,Organization 1,Sunshine Coast & Wide Bay
203,204,14001726,Customer 397,14001726,Company 305,Account 3,91363,91240,Foodservice,National Distributor,153.1131068,-27.473266,Brisbane,Queensland,Australia,Organization 1,Greater Brisbane
204,205,14001727,Customer 398,14001727,Company 306,Account 14,91437,91314,Foodservice,National Distributor,137.5302209,-33.0321659,Whyalla,South Australia,Australia,Organization 1,South Australia - Outback
205,206,14002075,Customer 401,14002075,Company 308,Account 4,91418,91295,Foodservice,National Distributor,144.9449316,-37.6147202,Hume,Victoria,Australia,Organization 1,Greater Melbourne
206,207,14002286,Customer 403,14002286,Company 309,Account 4,91418,91295,Foodservice,National Distributor,150.579432,-34.9100273,Shoalhaven,New South Wales,Australia,Organization 1,"Sth Highlands, Shoalhaven & Illawarra"
207,208,14002775,Customer 405,14002775,Company 311,Account 5,91401,91278,Foodservice,Independent Distributor,143.5389062,-38.3345752,Colac-Otway,Victoria,Australia,Organization 1,Warrnambool and South West
208,209,14003642,Customer 406,14003642,Company 312,Account 11,91379,91256,Foodservice,Global QSR Distributor,115.990337,-31.9723682,Kalamunda,Western Australia,Australia,Organization 1,Perth
